Persona Name,Age,Income Source,Annual Income Range,Family Size,Relationship Status,Key Financial Goals,Lifestyle Factors
Riya,61,Business Owner,$100k+,4,Married w/ Spouse,Retirement Savings,"Pet owner, active lifestyle"
Riya,26,Self-Employed,$75k-$100k,1,Divorced,Tax Saving,"Owns a car, travels frequently"
Ankit,62,Business Owner,$50k-$75k,4,Married w/ Spouse,Child Education Fund,"Pet owner, active lifestyle"
Amit,36,Business Owner,$75k-$100k,4,Divorced,Wealth Creation,"Smoker, high stress job"
Riya,61,Business Owner,$30k-$50k,4,Married w/ Spouse,Retirement Savings,Works night shifts
Sneha,32,Salaried,$50k-$75k,1,Married w/ Spouse,Tax Saving,Works night shifts
Priya,41,Self-Employed,$75k-$100k,2,Widowed,Retirement Savings,Prefers homeopathic treatment
Mr. Dutta,54,Business Owner,$30k-$50k,2,Widowed,Health Coverage,Lives in joint family
Ankit,28,Retired,$15k-$30k,1,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sneha,40,Self-Employed,$50k-$75k,5,Widowed,Tax Saving,"Sedentary lifestyle, chronic illness"
Rahul,23,Self-Employed,$100k+,5,Single,Wealth Creation,"Pet owner, active lifestyle"
Sunita,39,Self-Employed,$50k-$75k,5,Single,Wealth Creation,Lives in joint family
Ankit,58,Salaried,$100k+,3,Married w/ Spouse,Child Education Fund,"Frequent flyer, international travel"
Arjun,42,Self-Employed,$75k-$100k,2,Single,Tax Saving,"Owns property, no liabilities"
Riya,63,Business Owner,$30k-$50k,4,Married w/ Spouse,Retirement Savings,"Pet owner, active lifestyle"
Riya,64,Salaried,$75k-$100k,4,Widowed,Child Education Fund,"Sedentary lifestyle, chronic illness"
Riya,22,Retired,$15k-$30k,1,Divorced,Wealth Creation,"Pet owner, active lifestyle"
Mr. Dutta,47,Retired,$75k-$100k,5,Married w/ Kids,Tax Saving,"Owns property, no liabilities"
Amit,64,Business Owner,$15k-$30k,5,Married w/ Spouse,Wealth Creation,"Owns a car, travels frequently"
Amit,45,Business Owner,$100k+,4,Widowed,Wealth Creation,"Sedentary lifestyle, chronic illness"
Arjun,23,Retired,$100k+,3,Widowed,Wealth Creation,Works night shifts
Rahul,53,Salaried,$15k-$30k,5,Divorced,Health Coverage,Lives in joint family
Mrs. Iyer,50,Salaried,$30k-$50k,4,Married w/ Spouse,Tax Saving,Lives in joint family
Priya,28,Retired,$50k-$75k,5,Divorced,Child Education Fund,"Owns a car, travels frequently"
Mr. Dutta,22,Retired,$30k-$50k,3,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Rahul,55,Salaried,$15k-$30k,4,Widowed,Retirement Savings,Works night shifts
Riya,27,Self-Employed,$75k-$100k,1,Single,Health Coverage,"Owns a car, travels frequently"
Priya,54,Retired,$75k-$100k,1,Divorced,Child Education Fund,"Owns a car, travels frequently"
Sneha,58,Salaried,$15k-$30k,4,Married w/ Kids,Retirement Savings,Works night shifts
Arjun,52,Business Owner,$75k-$100k,4,Widowed,Retirement Savings,"Sedentary lifestyle, chronic illness"
Riya,57,Business Owner,$50k-$75k,4,Married w/ Spouse,Child Education Fund,Lives in joint family
Sneha,47,Business Owner,$30k-$50k,2,Married w/ Spouse,Wealth Creation,Works night shifts
Rahul,57,Self-Employed,$100k+,2,Divorced,Tax Saving,Works night shifts
Arjun,33,Retired,$100k+,4,Widowed,Health Coverage,"Smoker, high stress job"
Mrs. Iyer,57,Salaried,$30k-$50k,2,Married w/ Kids,Health Coverage,"Owns property, no liabilities"
Amit,46,Retired,$30k-$50k,1,Divorced,Child Education Fund,Prefers homeopathic treatment
Sneha,28,Salaried,$30k-$50k,4,Widowed,Child Education Fund,"Owns a car, travels frequently"
Ankit,27,Self-Employed,$15k-$30k,2,Widowed,Retirement Savings,"Smoker, high stress job"
Rahul,37,Self-Employed,$15k-$30k,2,Married w/ Kids,Health Coverage,Lives in joint family
Mr. Dutta,31,Business Owner,$100k+,3,Single,Child Education Fund,Prefers homeopathic treatment
Sneha,24,Retired,$50k-$75k,4,Divorced,Tax Saving,"Health-conscious, gym member"
Mrs. Iyer,28,Retired,$30k-$50k,5,Married w/ Spouse,Child Education Fund,"Smoker, high stress job"
Amit,36,Retired,$30k-$50k,5,Widowed,Retirement Savings,"Frequent flyer, international travel"
Mr. Dutta,33,Retired,$100k+,3,Married w/ Spouse,Retirement Savings,"Pet owner, active lifestyle"
Mr. Dutta,38,Retired,$75k-$100k,3,Widowed,Child Education Fund,"Frequent flyer, international travel"
Arjun,40,Self-Employed,$75k-$100k,2,Married w/ Spouse,Health Coverage,"Owns a car, travels frequently"
Mrs. Iyer,45,Retired,$50k-$75k,3,Single,Retirement Savings,"Owns property, no liabilities"
Riya,37,Salaried,$75k-$100k,1,Single,Retirement Savings,Works night shifts
Rahul,38,Business Owner,$30k-$50k,1,Widowed,Child Education Fund,"Health-conscious, gym member"
Ankit,30,Salaried,$100k+,5,Married w/ Kids,Child Education Fund,Prefers homeopathic treatment
Ankit,33,Self-Employed,$30k-$50k,5,Single,Tax Saving,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,64,Retired,$50k-$75k,5,Single,Retirement Savings,"Frequent flyer, international travel"
Riya,47,Self-Employed,$75k-$100k,5,Single,Health Coverage,Prefers homeopathic treatment
Mrs. Iyer,31,Retired,$75k-$100k,3,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Priya,23,Salaried,$100k+,4,Widowed,Health Coverage,"Frequent flyer, international travel"
Riya,29,Retired,$75k-$100k,4,Divorced,Wealth Creation,"Owns a car, travels frequently"
Amit,49,Business Owner,$75k-$100k,5,Single,Wealth Creation,Prefers homeopathic treatment
Mr. Dutta,58,Business Owner,$100k+,4,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Ankit,60,Retired,$30k-$50k,5,Married w/ Spouse,Retirement Savings,"Frequent flyer, international travel"
Mr. Dutta,58,Salaried,$75k-$100k,2,Single,Health Coverage,Lives in joint family
Mrs. Iyer,50,Salaried,$100k+,3,Married w/ Spouse,Tax Saving,"Frequent flyer, international travel"
Mr. Dutta,22,Salaried,$75k-$100k,4,Widowed,Wealth Creation,Works night shifts
Ankit,31,Self-Employed,$50k-$75k,4,Widowed,Health Coverage,"Owns property, no liabilities"
Priya,35,Salaried,$15k-$30k,3,Single,Health Coverage,Prefers homeopathic treatment
Riya,33,Salaried,$15k-$30k,5,Married w/ Spouse,Child Education Fund,"Health-conscious, gym member"
Rahul,45,Salaried,$30k-$50k,4,Single,Health Coverage,"Smoker, high stress job"
Rahul,31,Retired,$30k-$50k,1,Single,Retirement Savings,"Pet owner, active lifestyle"
Mrs. Iyer,49,Self-Employed,$50k-$75k,4,Widowed,Wealth Creation,Prefers homeopathic treatment
Amit,43,Salaried,$50k-$75k,2,Single,Retirement Savings,"Owns a car, travels frequently"
Riya,49,Self-Employed,$75k-$100k,2,Widowed,Wealth Creation,"Owns a car, travels frequently"
Mr. Dutta,27,Retired,$15k-$30k,1,Divorced,Health Coverage,"Pet owner, active lifestyle"
Riya,23,Business Owner,$30k-$50k,1,Divorced,Child Education Fund,"Owns a car, travels frequently"
Arjun,62,Retired,$75k-$100k,2,Married w/ Kids,Child Education Fund,Prefers homeopathic treatment
Mrs. Iyer,54,Salaried,$100k+,4,Married w/ Kids,Tax Saving,Lives in joint family
Priya,55,Salaried,$15k-$30k,1,Married w/ Kids,Child Education Fund,Works night shifts
Priya,35,Business Owner,$15k-$30k,2,Single,Wealth Creation,Prefers homeopathic treatment
Rahul,51,Business Owner,$30k-$50k,1,Widowed,Child Education Fund,Lives in joint family
Sunita,33,Self-Employed,$30k-$50k,4,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Mr. Dutta,57,Retired,$15k-$30k,2,Married w/ Spouse,Child Education Fund,"Smoker, high stress job"
Priya,23,Self-Employed,$15k-$30k,5,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Ankit,34,Business Owner,$15k-$30k,3,Married w/ Kids,Wealth Creation,"Sedentary lifestyle, chronic illness"
Ankit,44,Salaried,$75k-$100k,5,Married w/ Spouse,Tax Saving,"Frequent flyer, international travel"
Rahul,25,Retired,$15k-$30k,1,Married w/ Spouse,Child Education Fund,"Pet owner, active lifestyle"
Sneha,54,Business Owner,$75k-$100k,3,Married w/ Spouse,Tax Saving,"Frequent flyer, international travel"
Mrs. Iyer,27,Business Owner,$15k-$30k,1,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Arjun,27,Retired,$75k-$100k,5,Single,Retirement Savings,"Health-conscious, gym member"
Rahul,54,Business Owner,$50k-$75k,5,Married w/ Spouse,Child Education Fund,"Health-conscious, gym member"
Arjun,46,Salaried,$100k+,2,Widowed,Health Coverage,Works night shifts
Mr. Dutta,47,Self-Employed,$30k-$50k,1,Widowed,Retirement Savings,"Smoker, high stress job"
Sneha,59,Salaried,$50k-$75k,1,Divorced,Child Education Fund,Works night shifts
Priya,61,Retired,$75k-$100k,3,Single,Child Education Fund,"Frequent flyer, international travel"
Rahul,28,Retired,$100k+,4,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Amit,26,Self-Employed,$75k-$100k,3,Married w/ Kids,Tax Saving,"Health-conscious, gym member"
Arjun,30,Retired,$30k-$50k,2,Single,Tax Saving,"Frequent flyer, international travel"
Arjun,50,Self-Employed,$30k-$50k,3,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Mr. Dutta,39,Self-Employed,$30k-$50k,4,Divorced,Health Coverage,"Owns a car, travels frequently"
Amit,24,Retired,$30k-$50k,1,Divorced,Retirement Savings,"Pet owner, active lifestyle"
Rahul,41,Self-Employed,$15k-$30k,1,Single,Child Education Fund,Works night shifts
Mrs. Iyer,36,Self-Employed,$15k-$30k,2,Single,Child Education Fund,"Sedentary lifestyle, chronic illness"
Ankit,42,Salaried,$30k-$50k,1,Married w/ Kids,Health Coverage,Lives in joint family
Sunita,48,Business Owner,$50k-$75k,4,Divorced,Wealth Creation,"Health-conscious, gym member"
Sneha,31,Self-Employed,$30k-$50k,1,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Ankit,48,Salaried,$15k-$30k,1,Divorced,Wealth Creation,"Owns a car, travels frequently"
Rahul,22,Business Owner,$100k+,3,Married w/ Kids,Health Coverage,"Pet owner, active lifestyle"
Arjun,46,Retired,$50k-$75k,4,Married w/ Spouse,Health Coverage,"Health-conscious, gym member"
Riya,51,Self-Employed,$100k+,5,Married w/ Kids,Tax Saving,"Sedentary lifestyle, chronic illness"
Ankit,42,Self-Employed,$30k-$50k,4,Married w/ Kids,Retirement Savings,"Frequent flyer, international travel"
Amit,36,Self-Employed,$30k-$50k,4,Single,Child Education Fund,"Owns property, no liabilities"
Sneha,24,Business Owner,$15k-$30k,3,Widowed,Retirement Savings,"Health-conscious, gym member"
Rahul,50,Business Owner,$30k-$50k,5,Single,Tax Saving,Lives in joint family
Riya,35,Self-Employed,$50k-$75k,5,Single,Wealth Creation,"Smoker, high stress job"
Arjun,28,Salaried,$100k+,2,Married w/ Kids,Wealth Creation,Works night shifts
Ankit,42,Self-Employed,$50k-$75k,1,Married w/ Kids,Retirement Savings,"Health-conscious, gym member"
Arjun,36,Self-Employed,$50k-$75k,4,Divorced,Child Education Fund,"Owns a car, travels frequently"
Rahul,61,Business Owner,$100k+,3,Single,Wealth Creation,Prefers homeopathic treatment
Rahul,48,Salaried,$15k-$30k,5,Widowed,Tax Saving,"Pet owner, active lifestyle"
Mr. Dutta,33,Retired,$75k-$100k,1,Married w/ Spouse,Retirement Savings,"Owns property, no liabilities"
Sunita,56,Salaried,$50k-$75k,2,Married w/ Spouse,Child Education Fund,Lives in joint family
Mrs. Iyer,60,Salaried,$50k-$75k,1,Widowed,Health Coverage,"Pet owner, active lifestyle"
Priya,22,Business Owner,$30k-$50k,1,Married w/ Kids,Health Coverage,"Smoker, high stress job"
Priya,57,Retired,$30k-$50k,3,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Arjun,41,Retired,$75k-$100k,1,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,34,Business Owner,$30k-$50k,5,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Amit,50,Salaried,$30k-$50k,4,Widowed,Retirement Savings,"Owns property, no liabilities"
Arjun,37,Self-Employed,$15k-$30k,2,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Riya,55,Business Owner,$100k+,5,Single,Retirement Savings,"Smoker, high stress job"
Arjun,62,Retired,$50k-$75k,5,Single,Health Coverage,Works night shifts
Ankit,48,Business Owner,$75k-$100k,4,Widowed,Tax Saving,"Pet owner, active lifestyle"
Amit,53,Business Owner,$100k+,3,Widowed,Retirement Savings,"Frequent flyer, international travel"
Arjun,50,Salaried,$30k-$50k,2,Married w/ Spouse,Child Education Fund,"Health-conscious, gym member"
Amit,42,Retired,$100k+,4,Widowed,Health Coverage,"Owns property, no liabilities"
Mr. Dutta,26,Retired,$50k-$75k,4,Married w/ Spouse,Health Coverage,Lives in joint family
Riya,47,Self-Employed,$30k-$50k,2,Divorced,Retirement Savings,"Owns property, no liabilities"
Sneha,55,Salaried,$50k-$75k,4,Divorced,Wealth Creation,Works night shifts
Arjun,36,Self-Employed,$100k+,4,Divorced,Wealth Creation,"Health-conscious, gym member"
Priya,26,Self-Employed,$50k-$75k,2,Married w/ Kids,Wealth Creation,"Frequent flyer, international travel"
Ankit,42,Business Owner,$100k+,2,Divorced,Retirement Savings,"Frequent flyer, international travel"
Ankit,35,Business Owner,$50k-$75k,1,Married w/ Kids,Wealth Creation,"Owns a car, travels frequently"
Riya,29,Self-Employed,$100k+,1,Divorced,Retirement Savings,"Smoker, high stress job"
Mrs. Iyer,49,Salaried,$15k-$30k,2,Married w/ Spouse,Retirement Savings,Prefers homeopathic treatment
Priya,26,Self-Employed,$100k+,3,Divorced,Wealth Creation,"Owns a car, travels frequently"
Sneha,43,Business Owner,$30k-$50k,3,Single,Tax Saving,"Pet owner, active lifestyle"
Rahul,30,Business Owner,$50k-$75k,4,Divorced,Retirement Savings,Prefers homeopathic treatment
Sunita,23,Self-Employed,$15k-$30k,1,Single,Wealth Creation,Prefers homeopathic treatment
Sneha,23,Retired,$15k-$30k,2,Widowed,Retirement Savings,"Owns a car, travels frequently"
Ankit,49,Self-Employed,$50k-$75k,2,Single,Child Education Fund,"Owns a car, travels frequently"
Sunita,32,Retired,$75k-$100k,1,Widowed,Retirement Savings,Prefers homeopathic treatment
Arjun,26,Retired,$100k+,4,Married w/ Kids,Child Education Fund,"Owns a car, travels frequently"
Arjun,39,Retired,$15k-$30k,3,Divorced,Health Coverage,"Frequent flyer, international travel"
Sneha,43,Self-Employed,$75k-$100k,2,Single,Child Education Fund,"Frequent flyer, international travel"
Rahul,27,Self-Employed,$30k-$50k,2,Divorced,Health Coverage,"Smoker, high stress job"
Sneha,62,Salaried,$50k-$75k,5,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Rahul,27,Salaried,$15k-$30k,5,Married w/ Spouse,Tax Saving,Prefers homeopathic treatment
Mrs. Iyer,59,Retired,$50k-$75k,3,Single,Health Coverage,Lives in joint family
Rahul,52,Business Owner,$15k-$30k,1,Single,Wealth Creation,"Owns a car, travels frequently"
Priya,63,Business Owner,$15k-$30k,5,Married w/ Kids,Retirement Savings,Prefers homeopathic treatment
Sneha,59,Business Owner,$30k-$50k,1,Widowed,Tax Saving,Works night shifts
Amit,36,Retired,$50k-$75k,2,Widowed,Wealth Creation,"Frequent flyer, international travel"
Mr. Dutta,36,Retired,$75k-$100k,1,Married w/ Kids,Retirement Savings,Works night shifts
Mrs. Iyer,50,Retired,$30k-$50k,3,Divorced,Wealth Creation,Works night shifts
Mrs. Iyer,34,Salaried,$15k-$30k,3,Divorced,Child Education Fund,Works night shifts
Ankit,40,Business Owner,$50k-$75k,3,Widowed,Tax Saving,"Pet owner, active lifestyle"
Sunita,45,Business Owner,$15k-$30k,4,Widowed,Child Education Fund,Works night shifts
Sneha,64,Business Owner,$15k-$30k,5,Married w/ Spouse,Tax Saving,"Owns a car, travels frequently"
Ankit,59,Self-Employed,$50k-$75k,4,Single,Retirement Savings,Prefers homeopathic treatment
Amit,47,Salaried,$75k-$100k,2,Married w/ Kids,Health Coverage,"Frequent flyer, international travel"
Ankit,56,Business Owner,$75k-$100k,3,Married w/ Spouse,Health Coverage,Lives in joint family
Amit,49,Business Owner,$15k-$30k,4,Single,Child Education Fund,Works night shifts
Sunita,60,Retired,$100k+,2,Divorced,Child Education Fund,Lives in joint family
Arjun,29,Self-Employed,$100k+,2,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Sunita,64,Business Owner,$15k-$30k,2,Widowed,Tax Saving,"Health-conscious, gym member"
Arjun,61,Salaried,$100k+,5,Married w/ Kids,Retirement Savings,"Frequent flyer, international travel"
Sunita,61,Retired,$15k-$30k,2,Widowed,Child Education Fund,"Health-conscious, gym member"
Amit,46,Self-Employed,$75k-$100k,1,Widowed,Tax Saving,"Pet owner, active lifestyle"
Amit,36,Retired,$75k-$100k,4,Single,Retirement Savings,"Sedentary lifestyle, chronic illness"
Sneha,25,Salaried,$75k-$100k,1,Single,Tax Saving,"Smoker, high stress job"
Ankit,41,Business Owner,$30k-$50k,1,Divorced,Tax Saving,"Owns property, no liabilities"
Riya,26,Retired,$50k-$75k,4,Married w/ Kids,Wealth Creation,"Smoker, high stress job"
Amit,47,Salaried,$15k-$30k,2,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Mrs. Iyer,47,Retired,$30k-$50k,4,Married w/ Spouse,Tax Saving,Works night shifts
Amit,63,Self-Employed,$50k-$75k,1,Divorced,Wealth Creation,"Owns property, no liabilities"
Priya,31,Retired,$50k-$75k,2,Married w/ Spouse,Tax Saving,Works night shifts
Mr. Dutta,40,Salaried,$30k-$50k,4,Married w/ Spouse,Health Coverage,Works night shifts
Arjun,52,Salaried,$100k+,4,Single,Child Education Fund,"Smoker, high stress job"
Amit,24,Self-Employed,$50k-$75k,5,Married w/ Kids,Wealth Creation,"Pet owner, active lifestyle"
Mrs. Iyer,36,Salaried,$75k-$100k,4,Divorced,Tax Saving,"Owns property, no liabilities"
Riya,45,Salaried,$75k-$100k,5,Married w/ Spouse,Wealth Creation,Lives in joint family
Ankit,33,Business Owner,$30k-$50k,1,Divorced,Child Education Fund,"Frequent flyer, international travel"
Amit,46,Business Owner,$30k-$50k,2,Divorced,Child Education Fund,Prefers homeopathic treatment
Rahul,63,Salaried,$30k-$50k,2,Married w/ Kids,Health Coverage,"Sedentary lifestyle, chronic illness"
Riya,48,Salaried,$100k+,4,Widowed,Tax Saving,"Health-conscious, gym member"
Sneha,29,Retired,$15k-$30k,4,Married w/ Spouse,Health Coverage,"Smoker, high stress job"
Rahul,29,Business Owner,$50k-$75k,1,Single,Health Coverage,"Owns a car, travels frequently"
Arjun,36,Retired,$30k-$50k,1,Divorced,Retirement Savings,Works night shifts
Priya,54,Business Owner,$50k-$75k,4,Married w/ Kids,Tax Saving,Works night shifts
Mr. Dutta,28,Salaried,$75k-$100k,3,Married w/ Spouse,Child Education Fund,"Sedentary lifestyle, chronic illness"
Sunita,24,Retired,$100k+,5,Single,Health Coverage,"Pet owner, active lifestyle"
Sneha,31,Retired,$100k+,2,Widowed,Child Education Fund,"Sedentary lifestyle, chronic illness"
Riya,64,Business Owner,$100k+,2,Single,Health Coverage,Lives in joint family
Sunita,56,Retired,$100k+,1,Widowed,Wealth Creation,Lives in joint family
Ankit,49,Business Owner,$15k-$30k,5,Married w/ Kids,Tax Saving,"Owns a car, travels frequently"
Arjun,40,Business Owner,$15k-$30k,2,Single,Tax Saving,"Health-conscious, gym member"
Rahul,33,Retired,$15k-$30k,4,Married w/ Spouse,Child Education Fund,"Owns a car, travels frequently"
Sunita,42,Self-Employed,$15k-$30k,4,Married w/ Spouse,Tax Saving,"Health-conscious, gym member"
Riya,33,Self-Employed,$100k+,1,Married w/ Spouse,Wealth Creation,Prefers homeopathic treatment
Sunita,50,Retired,$50k-$75k,2,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Mr. Dutta,52,Salaried,$15k-$30k,3,Widowed,Retirement Savings,"Frequent flyer, international travel"
Riya,34,Business Owner,$100k+,2,Single,Tax Saving,"Smoker, high stress job"
Riya,24,Retired,$15k-$30k,2,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Ankit,31,Retired,$100k+,3,Married w/ Kids,Tax Saving,"Smoker, high stress job"
Rahul,49,Self-Employed,$75k-$100k,3,Widowed,Retirement Savings,"Frequent flyer, international travel"
Rahul,55,Retired,$100k+,3,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Mrs. Iyer,48,Self-Employed,$75k-$100k,1,Married w/ Spouse,Retirement Savings,"Frequent flyer, international travel"
